750 μm         ,0.75                  
'height of the microchannel' ,'N/A'                 
'hc'                ,'N/A'                           
'hc'                ,'N/A'                           
50 μm               ,0.05                       
height of the microchannel ,N/A                  
'100μm'             ,0.1                       
'33 μm'             ,0.033                     
"['170', '173', '142', '144'] ","[0.17, 0.173, 0.142, 0.144] "
'100μm'             ,0.1                       
400 μm              ,0.4                        
400 μm              ,0.4                        
365 μm         ,0.365                
H              ,N/A                  
H              ,N/A                  
0.4 mm         ,0.4                  
0.4 mm              ,0.4                       
0.4 mm         ,0.4                  
_c_            ,N/A                  
R              ,N/A                  
h              ,N/A                  
0.4 mm        ,0.4                            
(R-h)         ,N/A                            
d             ,N/A                            
60 μm               ,0.06                       
60 μm               ,0.06                       
60 μm               ,0.06                       
60 μm         ,0.06                      
0.78 mm             ,0.78                       
100 μm              ,0.1                        
500 μm   ,0.5            
100 µm              ,0.1                       
20 μm               ,0.02                       
100 μm             ,0.1                        
100 μm             ,0.1                        
0.75 mm             ,0.75                       
0.25 mm             ,0.25                       
H                   ,N/A                       
1.4 mm              ,1.4                       
'100 μm'            ,0.1                             
'h'                 ,'N/A'                           
'100±2 µm'          ,0.1                             
'0.5H'              ,'N/A'                           
100 μm              ,0.1                       
400 μm              ,0.4                       
microdisperser: [depth: multiple] ,N/A 
400 μm              ,0.4                       
'50 μm'             ,0.05                            
'56 μm'             ,0.056                           
"['63.7±0.9 μm', '52.3±1.7 μm'] ","[0.0637, 0.0523] "
'H'                 ,'N/A'                           
'H'                 ,'N/A'                           
"['62.9 μm', '51.8 μm'] ","[0.0629, 0.0518]         "
'H'                 ,'N/A'                     
100 μm              ,0.1                        
100 μm              ,0.1                        
100 μm              ,0.1                        
1 mm          ,1                          
hc            ,N/A                        
30 μm               ,0.03                       
0.696 mm            ,0.696                      
0.696 mm            ,0.696                      
100 µm         ,0.1                  
100 µm              ,0.1                        
h                   ,N/A                        
different depths    ,N/A                        
h             ,N/A                       
100 μm        ,0.1                       
constant      ,N/A                       
identical     ,N/A                       
h                   ,N/A                             
486 μm              ,0.486                           
486-μm circular microchannels ,0.486                   
'486 μm'            ,0.486                           
'd = 486 μm'        ,0.486                           
'486 μm'            ,0.486                           
'486-μm circular microchannels' ,0.486                 
'_d_'               ,'N/A'                           
'486 μm'            ,0.486                           
'400 μm'            ,0.4                        
'400 μm'            ,0.4                        
'fixed'             ,'N/A'                      
"['500 μm', '200 μm', '600 μm'] ","[0.5, 0.2, 0.6] "
fixed               ,N/A                       
100 µm         ,0.1                  
400 m          ,400000               
400            ,0.4                  
400            ,0.4                  
400            ,0.4                  
400            ,0.4                  
100 µm              ,0.1                        
400                  ,0.4                        
0.4 mm              ,0.4                       
0.4 mm              ,0.4                        
hd                  ,N/A                        
0.6 mm              ,0.6                        
'd_c = 150 µm'      ,0.15                            
'100 um'            ,0.1                             
'50 μm'             ,0.05                            
'0.05 mm'           ,0.05                            
'd_d = 150 µm'      ,0.15                            
'50 µm'             ,0.05                            
3.3 m               ,3300000                    
200 μm              ,0.2                        
L_gap          ,N/A                         
100 μm              ,0.1                        
30 μm               ,0.03                       
100 μm              ,0.1                        
25 μm               ,0.025                      
300 μm        ,0.3                             
500 μm        ,0.5                             
h             ,N/A                             
h             ,N/A                             
h             ,N/A                             
2h            ,N/A                             
h             ,N/A                             
small         ,N/A                             
300 μm              ,0.3                       
200 μm         ,0.2                   
200 μm              ,0.2                        
120 μm              ,0.12                      
1 mm                ,1                         
Hi                  ,N/A                       
±26 μm              ,±0.026                    
"['1', '1', '1']     ","[0.001, 0.001, 0.001]     "
h             ,N/A                       
50 μm         ,0.05                      
h             ,N/A                       
100 μm              ,0.1                        
100 μm              ,0.1                        
50 μm                        ,0.05                
"['80 μm', '100 μm', '120 μm'] ","[0.08, 0.1, 0.12]   "
50 μm               ,0.05                       
'200 μm'            ,0.2                             
'120 μm'            ,0.12                            
"'_h_ = 0, 60, and 120 μm' ","[0, 0.06, 0.12]           "
"['0', '50', '150 μm'] ","[0, 0.05, 0.15] "
"['0 μm', '60 μm', '120 μm'] ","[0, 0.06, 0.12] "
300 μm              ,0.3                        
50 µm               ,0.05                       
1 mm                ,1                          
_w                  ,N/A                        
2.00 mm             ,2.00                       
2.00 mm             ,2.00                       
25 μm               ,0.025                      
25 μm               ,0.025                      
'300 μm'            ,0.3                        
'100 µm'            ,0.1                       
'related to pressure drop' ,'N/A'             
100 µm              ,0.1                       
various             ,N/A                        
50 µm               ,0.05                      
50 µm               ,0.05                      
'50 µm' ,0.05 
'1 mm (needle internal diameter)' ,1 
60 μm               ,0.06                      
600 μm              ,0.6                       
60 µm               ,0.06                      
'0.4 mm' ,0.4 
'asymmetrical liquid film thickness' ,'N/A' 
0.4 mm              ,0.4                       
1.02 mm             ,1.02                      
30 μm         ,0.03                      
550 μm        ,0.55                      
100 μm        ,0.1                            
100 μm        ,0.1                            
50 µm         ,0.05                           
100 μm        ,0.1                            
b             ,N/A                            
h             ,N/A                            
100 μm        ,0.1                            
h             ,N/A                            
200 ± 5 μm      ,0.200 ± 0.005         
60 μm          ,0.06                  
60 μm          ,0.06                  
365 μm         ,0.365                
365 μm         ,0.365                
365 μm         ,0.365                
365 μm         ,0.365                
75 μm          ,0.075                
h                    ,N/A             
1mm                  ,1               
h                    ,N/A             
1 mm                 ,1               
h                    ,N/A             
h                   ,N/A                        
hwin                ,N/A                        
1 mm                ,1                          
1 mm                ,1                          
"['100 μm', '200 μm'] ","[0.1, 0.2]               "
"['100 μm', '200 μm'] ","[0.1, 0.2] "
['200 μm'] ,[0.2] 
400 μm         ,0.4                   
400 μm              ,0.4                        
d                   ,N/A                        
'400 μm' ,0.4 
'130 μm' ,0.13 
400 μm              ,0.4                        
360 μm              ,0.36                       
0.4 mm              ,0.4                        
wh                  ,N/A                        
0.4 mm              ,0.4                        
100 µm    ,0.1            
100 µm              ,0.1                        
0.23                    ,0.23                  
"['0.7275', '0.6772']    ","[0.7275, 0.6772]      "
0.23          ,0.23           
340 μm         ,0.34                 
400 μm        ,0.4                       
1.25 mm        ,1.25                 
1.25 mm       ,1.25                      
square micro-channel    ,N/A                  
300 μm                  ,0.3                  
300 μm                  ,0.3                  
300 μm                  ,0.3                  
250 µm                  ,0.25                 
h             ,N/A                       
h             ,N/A                       
300 μm        ,0.3                       
300 μm        ,0.3                       
400 μm         ,0.4                  
H              ,N/A                  
H              ,N/A                  
100 μm                                    ,0.1                  
0.5 mm                                    ,0.5                  
wc                                        ,N/A                  
"['0.5 mm', '0.75 mm', '1 mm']             ","[0.5, 0.75, 1]       "
"['1.065 mm', '1.105 mm']                  ","[1.065, 1.105]       "
0.5 mm                                    ,0.5                  
50 μm                                     ,0.05                 
0.5 mm                                    ,0.5                  
based on height of inlet 1                ,N/A                  
variations in inlet 2 channel height      ,N/A                  
"['1 mm', '0.5 mm']                        ","[1, 0.5]             "
varied                                    ,N/A                  
0.5 mm                                    ,0.5                  
0.5 mm                                    ,0.5                  
"['0.5 mm', '0.75 mm', '1 mm'] ","[0.5, 0.75, 1] "
'h' ,'N/A' 
"['1.065 mm', '1.105 mm'] ","[1.065, 1.105] "
'0.5 mm' ,0.5 
'0.5 mm' ,0.5 
'based on height of inlet 2' ,'N/A' 
'varied' ,'N/A' 
'0.5 mm' ,0.5 
'0.5 mm' ,0.5 
12 μm          ,0.012                
120 μm         ,0.12                 
120 μm         ,0.12                 
100 μm         ,0.1                  
120 μm         ,0.12                 
120 μm         ,0.12                 
'120 μm'            ,0.12                            
'100 μm'            ,0.1                             
'Minimum height set by PE thickness' ,'N/A'       
H              ,N/A                  
100 μm                               ,0.1                  
_L_ a _h_ /_W_ c                     ,N/A                  
100 μm                               ,0.1                  
"['h for system 1', 'h for system 2', 'h for system 3'] ","['N/A', 'N/A', 'N/A'] "
100 μm              ,0.1                        
200 μm         ,0.2                  
400 μm              ,0.4                        
750 μm         ,0.75                 
100 μm         ,0.1                  
inner diameter of capillary ,N/A                        
365 μm              ,0.365                      
0.8 mm         ,0.8                  
narrow         ,N/A                  
43 μm          ,0.043                
'43 μm'             ,0.043                     
'h'                 ,'N/A'                     
365 μm        ,0.365                      
365 μm        ,0.365                      
365 μm        ,0.365                 
365           ,0.365                 
'd_h'               ,'N/A'                     
100 μm              ,0.1                       
100 μm              ,0.1                       
H                   ,N/A                       
'uniform around the T-junction' ,'N/A'             
'5 μm'              ,0.005                           
'100 μm'            ,0.1                             
'100 μm'            ,0.1                             
'Z'                 ,'N/A'                           
'Z'                 ,'N/A'                           
'5 μm' ,0.005 
'Z' ,'N/A' 
200 μm        ,0.2                             
100 μm        ,0.1                             
100 μm        ,0.1                             
200 μm        ,0.2                             
200 μm              ,0.2                       
'100 μm'            ,0.1                             
"['25 μm', '30 μm', '40 μm'] ","[0.025, 0.03, 0.04] "
'40 μm'             ,0.04                            
'varies'            ,'N/A'                           
"['25 μm', '40 μm']  ","[0.025, 0.04]                   "
'40 μm'             ,0.04                            
"['25 μm', '30 μm', '40 μm'] ","[0.025, 0.03, 0.04] "
'150 µm'            ,0.15                            
"['25 μm', '30 μm', '40 μm'] ","[0.025, 0.03, 0.04] "
"['25 μm', '30 μm', '40 μm'] ","[0.025, 0.03, 0.04] "
"['25 μm', '30 μm', '40 μm'] ","[0.025, 0.03, 0.04] "
"['shallow', 'medium', 'deep'] ","['N/A', 'N/A', 'N/A'] "
['25 μm']           ,[0.025]                         
"['25 μm', '30 μm', '40 μm'] ","[0.025, 0.03, 0.04] "
'100 μm'            ,0.1                        
"['25 μm', '40 μm']  ","[0.025, 0.04]              "
"['25 μm', '30 μm', '40 μm'] ","[0.025, 0.03, 0.04] "
'200 μm'            ,0.2                       
'200 μm'            ,0.2                       
200 μm              ,0.2                       
35 μμm              ,0.035                           
40                  ,0.04                            
40 μμm              ,0.04                            
40 μμm              ,0.04                            
600 μm              ,0.6                             
"['1 μμm', '1.5 μμm', '2 μμm'] ","[0.001, 0.0015, 0.002] "
"['1 μμm', '1.5 μμm', '2.0 μμm'] ","[0.001, 0.0015, 0.002] "
1 μm                ,1                               
1.5 μμm             ,0.0015                          
2 μm                ,2                               
"['1 μμm', '2 μμm']  ","[1, 2]                          "
"['1-μm', '2-μm']    ","[1, 2]                          "
"['1-μμm', '1.5-μμm', '2-μμm'] ","[0.001, 0.0015, 0.002] "
1-μm                ,1                               
50-μμm              ,0.05                       
1-2 μm              ,1-2                        
1-2 μμm             ,0.001-0.002                
26 mm               ,26                         
1/1.5/2 μμm         ,0.001/0.0015/0.002         
2 μm                ,2                          
different track depths ,N/A                    
"['1 μμm', '2 μμm']  ","['0.001', '0.002']         "
"['1-μμm', '1.5-μμm', '2-μμm'] ","['0.001', '0.0015', '0.002'] "
['different depths'] ,['N/A']                  
1 μμm               ,0.001                      
300 μm              ,0.3                       
'h_c'               ,'N/A'                     
'0.4 mm'            ,0.4                       
'0.4 mm'            ,0.4                       
'0.4 mm'            ,0.4                       
'H'                 ,'N/A'                     
"'de,c'              ",'N/A'                     
'H'                 ,'N/A'                     
'400 μm'            ,0.4                       
'0.4 mm'            ,0.4                       
'H'                 ,'N/A'                     
"'de,d'              ",'N/A'                     
'400 μm'            ,0.4                       
H = 100 μm     ,0.1                   
H                                             ,N/A                  
"['H_L = H_R', 'H_L = 1.5 H_R', 'H_L = H_2_R'] ","['N/A', 'N/A', 'N/A']"
0.6 mm         ,0.6                  
increased depth between the step surface and upper plane increases droplet volume   ,N/A                         
0.4 × 10−4 m                                                                        ,0.004                       
"['9 μm', '50 μm']      ","[0.009, 0.05]        "
330 μm             ,0.33                       
330 μm             ,0.33                       
400 μm         ,0.4                  
400 μm                 ,0.4                   
"['200', '200', '600']  ","[0.2, 0.2, 0.6]       "
h                   ,N/A                        
14                  ,14                         
14 ,14 
269 μm              ,0.269                      
0.32 mm                                        ,0.32                              
"['6.1–14.7', '5.0–11.9', '6.7–15.3']           ","['0.0061–0.0147', '0.005–0.0119', '0.0067–0.0153'] "
"['4.0–11.0', '5.4–15.0', '8.4–24.0']           ","['0.004–0.011', '0.0054–0.015', '0.0084–0.024']   "
"['0.37', '3.1', '13.7'] ","['0.37', '3.1', '13.7'] "
"['20 μm', '40 μm', '60 μm'] ","[0.02, 0.04, 0.06] "
"['20 μm', '40 μm', '60 μm'] ","[0.02, 0.04, 0.06] "
"['20 μm', '40 μm', '60 μm'] ","[0.02, 0.04, 0.06] "
"'20, 40, 60' ","[20, 40, 0.06] "
"['20 μm', '40 μm', '60 μm'] ","[0.02, 0.04, 0.06] "
"['20 μm', '40 μm', '60 μm'] ","[0.02, 0.04, 0.06] "
'60 μm' ,0.06 
"['20 μm', '40 μm', '60 μm'] ","[0.02, 0.04, 0.06] "
"['20 μm', '40 μm', '60 μm']  ","[0.02, 0.04, 0.06]    "
"20, 40, 60                   ","[0.02, 0.04, 0.06]    "
"['20 μm', '40 μm', '60 μm']  ","[0.02, 0.04, 0.06]    "
"['20 μm', '40 μm', '60 μm']  ","[0.02, 0.04, 0.06]    "
200 μm              ,0.2                        
200 μm        ,0.2               
400 μm              ,0.4                        
100 μm                                                          ,0.1                  
1 mm           ,1                    
h              ,N/A                  
1 mm           ,1                     
45 μm               ,0.045                      
45 μm               ,0.045                      
200 μm   ,0.2       
200 μm              ,0.2                       
800 μm         ,0.8                   
'800 μm'            ,0.8                       
100 μm               ,0.1                  
"['7 μm', '12 μm']    ","[0.007, 0.012]       "
170 μm               ,0.17                 
100 μm               ,0.1                  
75 μm               ,0.075                      
'h' ,'N/A' 
'80' ,'0.08' 
2 mm           ,2                    
400 μm   ,0.4            
4 mm     ,4              
0.2 mm   ,0.2            
200 µm   ,0.2            
0.2 mm   ,0.2            
'0.2 mm'            ,0.2                       
5 μm                ,0.005                     
'70 μm'             ,0.07                      
'45 µm'             ,0.045                     
changing from 34 μm to 42 μm ,"[0.034, 0.042] "
45 µm          ,0.045                           
h              ,N/A                             
h              ,N/A                   
5 μm           ,0.005                
several tens of micrometres  ,N/A                  
150 μμm                      ,N/A                  
100 μm                       ,0.1                  
150 μμm                      ,N/A                  
h                            ,N/A                  
100 μm              ,0.1                        
400 μm         ,0.4                   
400 μm         ,0.4                   
1 mm           ,1                     
400 μm              ,0.4                        
100 µm              ,0.1                        
100 µm              ,0.1                        
50 μm          ,0.05                  
100 μm         ,0.1                   
50 μm          ,0.05                  
50 μm          ,0.05                  
dg                  ,N/A                        
400 μm         ,0.4                   
400 μm         ,0.4                   
400 μm         ,0.4                   
'200 µm'       ,0.2                  
'400 µm'            ,0.4                        
'channel hydraulic diameter' ,'N/A'            
750 μm         ,0.75                 
740 μm              ,0.74                      
50 μm               ,0.05                       
50 μm               ,0.05                       
'150 µm'            ,0.15                       
'147.58 ± 4.5 µm'  ,0.14758                    
'50 µm'             ,0.05                       
'100 µm' ,0.1 
'150 µm' ,0.15 
'200 μm'            ,0.2                       
'200 μm'            ,0.2                       
"['300 μm (type 1)', '450 μm (type 2)', '600 μm (type 3)', '800 μm (type 4)'] ","[0.3, 0.45, 0.6, 0.8] "
"['300 μm (type 1)', '450 μm (type 2)', '600 μm (type 3)', '800 μm (type 4)'] ","[0.3, 0.45, 0.6, 0.8] "
3 mm                ,3                          
long recirculating cavity ,N/A                             
short          ,N/A                   
narrow         ,N/A                   
50 μm          ,0.05                  
50 μm          ,0.05                 
100 µm         ,0.1                  
200 µm         ,0.2                  
40 µm          ,0.04                 
50 µm          ,0.05                 
30 μm         ,0.03                 
200 μm              ,0.2                        
15 µm          ,0.015                 
hd             ,N/A                  
h              ,N/A                  
2 mm           ,2                    
2 mm           ,2                    
300 μm         ,0.3                  
2 mm           ,2                    
500 μm              ,0.5                        
300 μm         ,0.3                   
600 μm              ,0.6                        
100 microns         ,0.1                        
600 μm         ,0.6                  
"['1.7 mm', '1.47 mm']   ","[1.7, 1.47]          "
190.0 µm       ,0.19                 
20.4 µm        ,0.0204               
760 μm              ,0.76                       
760 μm              ,0.76                       
760 μm              ,0.76                       
"['100 µm', '150 µm']  ","[0.1, 0.15]          "
1100 μm        ,1.1                  
119            ,0.119                 
Dh             ,N/A                   
119            ,0.119                 
h                ,N/A                  
h                ,N/A                  
h                ,N/A                  
30 μm            ,0.03                 
variety          ,N/A                  
increasing       ,N/A                  
"['30', '20']     ","[0.03, 0.02]         "
h                    ,N/A                  
h                    ,N/A                  
h                    ,N/A                  
h                    ,N/A                  
30 μm                ,0.03                 
"['40 μm', '50 μm']   ","[0.04, 0.05]         "
"['30', '20']         ","[0.03, 0.02]         "
50 µm          ,0.05                 
50 µm          ,0.05                  
200 μm                ,0.2                  
200 μm                ,0.2                  
shallow                ,N/A                  
1.5 mm                 ,1.5                  
1.5 mm                 ,1.5                  
"[10 mm, 20 mm]         ","[10, 20]             "
200 μm                ,0.2                  
"'1,100 μm OD'       ",1.1                             
'30 mm'             ,30                              
300 μm OD                                ,0.3                  
by reducing the size of the capillaries  ,N/A                  
50 μm          ,0.05                 
50 μm               ,0.05                       
50             ,0.05                  
50 ,0.05 
"['33', '33', '33', '79'] ","[0.033, 0.033, 0.033, 0.079] "
"['33', '33', '33', '79'] ","[0.033, 0.033, 0.033, 0.079] "
'2 mm' ,2 
100 μm              ,0.1                       
'33 μm'       ,0.033                     
'500μm'       ,0.5                       
'800μm'       ,0.8                       
'lc'          ,'N/A'                     
'100 µm'      ,0.1                       
250μm ,0.25 
800μm ,0.8 
1 mm           ,1                    
1 mm                ,1                         
1.5 mm         ,1.5                  
h              ,N/A                  
1 mm          ,1                         
100 µm              ,0.1                        
125 µm        ,0.125                
"['35 µm', '20 µm', '125 µm'] ","[0.035, 0.02, 0.125] "
h                          ,N/A                   
"['50 µm', '50 µm', '50 µm'] ","[0.05, 0.05, 0.05]    "
600 μm         ,0.6                  
['h/(2 cos θ)']     ,['N/A']                    
100 l.u.       ,N/A                   
'40 l.u.'           ,'N/A'                      
200 lattice units  ,N/A                  
hydraulic diameter  ,N/A                        
'200 μm' ,0.2 
'l' ,'N/A' 
0.1 ≤ h/w ≤ 0.5            ,N/A                     
h                   ,N/A                        
400 μm        ,0.4                        
200 µm              ,0.2                        
100 µm         ,0.1                   
100 μm         ,0.1                   
100 µm ,0.1 
800 μm              ,0.8                        
1300 μm        ,1.3                  
300 μm              ,0.3                       
0.4 mm              ,0.4                        
0.4 mm              ,0.4                        
depth of micro-channel ,N/A                    
24.5 cm             ,245                       
200 μm        ,0.2                       
250 μm        ,0.25                      
8 mm          ,8                         
8 mm          ,8                         
250 μm        ,0.25                      
8 mm          ,8                         
"['500 µm', '1 mm']  ","[0.5, 1]                  "
"'500 µm, 1 mm'      ","[0.5, 1]                  "
"['500 µm', '1 mm']  ","[0.5, 1]                  "
"['500 µm', '1 mm']  ","[0.5, 1]                   "
"'500 µm, 1 mm'      ","[0.5, 1]                   "
"['500 µm', '1 mm']  ","[0.5, 1]                   "
H                   ,N/A                       
H                   ,N/A                       
H                   ,N/A                       
H                   ,N/A                       
H                   ,N/A                       
H                   ,N/A                       
"['494 μm', '495 μm', '469 μm', '525 μm', '525 μm'] ","[0.494, 0.495, 0.469, 0.525, 0.525] "
100–120 μm       ,0.1–0.12             
40 or 60 μm        ,"[0.04, 0.06]          "
190 μm         ,0.19                  
0.75 mm        ,0.75                 
0.75 mm             ,0.75                       
8 mm                ,8                          
10 μm               ,0.01                       
25 μm          ,0.025                
12 μm          ,0.012                
25 μm          ,0.025                
5 μm           ,0.005                
25 μm                  ,0.025                
matches microchannel  ,N/A                  
5 μm                   ,0.005                
300 µm              ,0.3                        
300 µm         ,0.3                  
hCP                 ,N/A                             
30 μm               ,0.03                            
"10, 15, or 20 μm    ","[0.01, 0.015, 0.02]             "
hDP                 ,N/A                             
30 μm               ,0.03                            
"10, 15, or 20 μm    ","[0.01, 0.015, 0.02]             "
200 μm         ,0.2                   
"23, 46 and 72 μm    ","[0.023, 0.046, 0.072]      "
"['72 μm', '46 μm']  ","[0.072, 0.046]             "
72 μm               ,0.072                      
decreases           ,N/A                        
"['72 μm', '46 μm'] ","[0.072, 0.046] "
'h' ,'N/A' 
'72 μm' ,0.072 
1 mm           ,1                    
1 mm                ,1                          
0.024 mm            ,0.024                      
50 μm           ,0.05                   
"{'gutter depth': 'significant influence', 'gutter length': 'small influence'}                       ",N/A             
0.9 mm         ,0.9                   
0.8 mm         ,0.8                   
0.9 mm         ,0.9                   
h              ,N/A                   
"d H,drain = b (w + h)      ",N/A             
'400 μm'                                    ,0.4                   
"['800 μm', '80 μm', '200 μm', '50 μm', '400 μm', '365 μm'] ","[0.8, 0.08, 0.2, 0.05, 0.4, 0.365] "
400 μm         ,0.4                 
500 μm                 ,0.5                  
"['500 μm', '200 μm']    ","[0.5, 0.2]           "
200 μm ,0.2 
"['500 μm', '200 μm'] ","[0.5, 0.2] "
100 μm            ,0.1                  
150 × 10−6         ,0.015               
"['74 × 10−6', '100 × 10−6', '100 × 10−6', '40 × 10−6', '50 × 10−6'] ","[0.074, 0.1, 0.1, 0.04, 0.05] "
50 μm          ,0.05                 
100 μm         ,0.1                   
H_c            ,N/A                   
100 μm              ,0.1                        
H_d                 ,N/A                        
1.6 mm         ,1.6                  
1.6 mm              ,1.6                       
0.1 mm         ,0.1                  
300 μm         ,0.3                   
300 μm         ,0.3                   
100 μm         ,0.1                   
5μm            ,0.005                
5μm            ,0.005                
50 μm                        ,0.05                  
200 μm                        ,0.20                  
"200 µm, 100 µm, 50 µm        ","0.2, 0.1, 0.05        "
"['200 μm', '150 μm']         ","[0.2, 0.15]           "
200 μm              ,0.2                       
200 µm              ,0.2                       
h              ,N/A                   
80 μm          ,0.08                  
80 μm          ,0.08                  
h0             ,N/A                   
hg             ,N/A                   
h/2                 ,N/A                            
gap depth increases ,N/A                            
1500 μm             ,1.5                       
400 μm        ,0.4                       
500 μm              ,0.5                        
50 μm               ,0.05                       
100 micrometers     ,0.1                        
100 μm              ,0.1                        
100 µm              ,0.1                        
100 μm              ,0.1                        
100 μm              ,0.1                        
50 µm               ,0.05                       
100 μm              ,0.1                        
5 µm                ,0.005                      
100 μm        ,0.1                       
6.5 μm         ,0.0065               
40 μm          ,0.04                 
,N/A                  
40             ,0.04                 
200 μm         ,0.2                  
h              ,N/A                  
_h_            ,N/A                  
6.5 μm        ,0.0065                         
,N/A                            
wbh           ,N/A                            
152 ± 10 μm             ,0.152 ± 0.01         
150 μm                  ,0.15                 
200 μm                  ,0.2                  
152 ± 10 μm         ,0.152                      
1.58 mm             ,1.58                       
H                   ,N/A                        
H                   ,N/A                        
H                   ,N/A                        
400 μm        ,0.4                   
20 mm         ,20                    
360 μm        ,0.36                  
100 μm        ,0.1                   
108 μm        ,0.108                 
195 μm        ,0.195                 
200 μm        ,0.2                   
90 μm         ,0.09                  
108 μm         ,0.108                
195 μm         ,0.195                
200 μm         ,0.200                
90 μm          ,0.090                
33 μm          ,0.033                
33 μm          ,0.033                 
0.3 mm         ,0.3                 
300 μm         ,0.3                 
0.3 mm        ,0.3                  
300 μm        ,0.3                  
300 μm         ,0.3            
H              ,N/A            
H              ,N/A            
300 μm        ,0.3             
H             ,N/A             
H             ,N/A             
100 μm         ,0.1              
Dh            ,N/A                  
0.33 (ratio)          ,N/A             
300μm                 ,0.3             
300μm                 ,0.3             
300μm         ,0.3             
73.5 µm             ,0.0735               
73.5 µm       ,0.0735               
100 μm                                     ,0.1             
comparable to drops or plugs               ,N/A             
500 μm                                     ,0.5             
0.89 mm                                    ,0.89            
0.5 mm                                     ,0.5             
smaller than ordinary tube                 ,N/A             
"['0.1 μm', '0.5 μm', '10 μm']             ","[0.0001, 0.0005, 0.01] "
0.889 mm                                   ,0.889           
100 μm            ,0.1             
