"['100 μL min−1', '5000 μL min−1'] ","[{'q': 1.6666666666666667e-09}, {'q': 8.333333333333333e-08}] "
'constant rates of flow' ,'N/A' 
"['0.25 mL/h', '0.25 mL/h'] ","[{'q': 6.94e-11}, {'q': 6.94e-11}] "
'constant rates' ,'N/A' 
limited allowed rates of flow ,'N/A' 
0.03 mL h−1         ,{'q': 8.33e-12}  
lower flow rate     ,'N/A'            
"['148 μL/min at 4 kV', '118 μL/min at 4 kV', '94 μL/min at 4 kV', '68 μL/min at 4 kV'] ","[{'q': 0.00000247}, {'q': 0.00000197}, {'q': 0.00000157}, {'q': 0.00000113}] "
Q_c ,'N/A' 
"['9.57 μL/min', '9.57 μL/min', '82.98 μL/min', '51.06 μL/min'] ","[{'q': 0.0000001595}, {'q': 0.0000001595}, {'q': 0.000001383}, {'q': 0.000000851}] "
"['10.64 μL/min', '27.70 μL/min'] ","[{'q': 0.0000001773}, {'q': 0.0000004617}] "
"['10.64 μL/min', '27.70 μL/min', '51.06 μL/min', '80.85 μL/min'] ","[{'q': 0.0000001773}, {'q': 0.0000004617}, {'q': 0.000000851}, {'q': 0.0000013475}] "
higher Qc ,'N/A' 
10 µL ,'N/A' 
Q_d ,'N/A' 
"['7.45 μL/min', '77.66 μL/min', '7.45 μL/min', '10.64 μL/min'] ","[{'q': 1.2416666666666667e-10}, {'q': 1.2943333333333333e-9}, {'q': 1.2416666666666667e-10}, {'q': 1.7733333333333334e-10}] "
10.64 μL/min ,{'q': 1.7733333333333334e-10} 
"['1.56 pl/min', '216 ml/min'] ","[{'q': 2.6e-11}, {'q': 0.0036}] "
'Qc' ,'N/A' 
"['1 ml/min', '2 ml/min', '3 ml/min'] ","[{'q': 0.000016666666666666667}, {'q': 0.00003333333333333333}, {'q': 0.00005}] "
'Q' ,'N/A' 
"['1 ml/min', '2 ml/min', '3 ml/min'] ","[{'q': 0.000016666666666666667}, {'q': 0.00003333333333333333}, {'q': 0.00005}] "
'2 ml/s' ,{'q': 0.002} 
'2 ml/min' ,{'q': 0.00003333333333333333} 
'1 mm/s' ,{'v': 0.001} 
Qd                  ,'N/A'            
2.6 ml/min          ,{'q': 0.0000433} 
'Qc' ,'N/A' 
'2.0 mL h−1' ,{'q': 5.56e-10} 
"['too low', 'too high', '~ 1.0–2.0 mL h−1'] ","['N/A', 'N/A', {'q': 1.39e-9}] "
'Qc' ,'N/A' 
"'0.4, 0.25, 0.1' ","[{'v': 0.4}, {'v': 0.25}, {'v': 0.1}] "
"['1.25 mL h−1', '2.5 mL h−1'] ","[{'q': 3.47e-10}, {'q': 6.94e-10}] "
'Qd = Qm + Qs' ,'N/A' 
'sum of the flow rates of the two organic streams' ,'N/A' 
'Qd' ,'N/A' 
"['0.2 mL h−1', '0.4 mL h−1'] ","[{'q': 5.56e-11}, {'q': 1.11e-10}] "
"'0.1, 0.25, 0.4' ",'N/A' 
'equal' ,'N/A' 
"['1.25 mL h−1', '2.5 mL h−1'] ","[{'q': 3.47e-10}, {'q': 6.94e-10}] "
'<2.1 mL h−1' ,{'q': 5.83e-10} 
'100 μl/h' ,{'q': 2.77778e-8} 
"['20 μl/h', '40 μl/h', '60 μl/h', '80 μl/h', '100 μl/h'] ","[{'q': 5.55556e-9}, {'q': 1.11111e-8}, {'q': 1.66667e-8}, {'q': 2.22222e-8}, {'q': 2.77778e-8}] "
"['50 μl/h', '250 μl/h', '50 μl/h'] ","[{'q': 1.38889e-8}, {'q': 6.94444e-8}, {'q': 1.38889e-8}] "
"['50 μl/h', '50 μl/h'] ","[{'q': 1.38889e-8}, {'q': 1.38889e-8}] "
'50 μl/h' ,{'q': 1.38889e-8} 
'50 μl/h' ,{'q': 1.38889e-8} 
"['50 μl/h', '100 μl/h', '150 μl/h', '200 μl/h'] ","[{'q': 1.38889e-8}, {'q': 2.77778e-8}, {'q': 4.16667e-8}, {'q': 5.55556e-8}] "
"['250 μl/h', '500 μl/h', '750 μl/h', '1000 μl/h'] ","[{'q': 6.94444e-8}, {'q': 1.38889e-7}, {'q': 2.08333e-7}, {'q': 2.77778e-7}] "
'sheath flow rate' ,'N/A' 
"['250 μl/h', '50 μl/h'] ","[{'q': 0.00000006944444444444}, {'q': 0.00000001388888888889}] "
"['250 μl/h', '50 μl/h'] ","[{'q': 0.00000006944444444444}, {'q': 0.00000001388888888889}] "
'250 μl/h' ,{'q': 0.00000006944444444444} 
"['210 μl/h', '230 μl/h', '250 μl/h', '270 μl/h', '290 μl/h', '310 μl/h'] ","[{'q': 0.00000005833333333333}, {'q': 0.00000006388888888889}, {'q': 0.00000006944444444444}, {'q': 0.000000075}, {'q': 0.00000008055555555556}, {'q': 0.00000008611111111111}] "
"['210 μl/h', '230 μl/h', '250 μl/h', '270 μl/h', '290 μl/h', '310 μl/h'] ","[{'q': 0.00000005833333333333}, {'q': 0.00000006388888888889}, {'q': 0.00000006944444444444}, {'q': 0.000000075}, {'q': 0.00000008055555555556}, {'q': 0.00000008611111111111}] "
"['250 μl/h', '500 μl/h', '750 μl/h', '1000 μl/h'] ","[{'q': 0.00000006944444444444}, {'q': 0.00000013888888888889}, {'q': 0.00000020833333333333}, {'q': 0.00000027777777777778}] "
"['50 μl/h', '100 μl/h', '150 μl/h', '200 μl/h'] ","[{'q': 0.00000001388888888889}, {'q': 0.00000002777777777778}, {'q': 0.00000004166666666667}, {'q': 0.00000005555555555556}] "
'sample flow rate' ,'N/A' 
ultra-high volume flow rate ratios ,'N/A' 
Qc ,'N/A' 
"['100–1200 μL/min', '1000–6000 μL/min'] ","[{'q': 0.00001}, {'q': 0.00005}] "
"['100–1200 μL/min', '1000 μL/min'] ","[{'q': 0.00001}, {'q': 0.000016666666666666666}] "
100–1200 μL/min ,{'q': 0.00001} 
2200 μL/min ,{'q': 0.00003666666666666667} 
different flow rates ,'N/A' 
2200 μL/min ,{'q': 0.00003666666666666667} 
"['2 ml/min', '100 μL/min'] ","[{'q': 0.00003333333333333333}, {'q': 0.0000016666666666666668}] "
"['0.5 to 10 μL/min', '100 to 1000 μL/min'] ","[{'q': 0.0000002916666666666667}, {'q': 0.000009583333333333334}] "
"['2–10 μL/min', '0.5 μL/min'] ","[{'q': 0.0000003333333333333333}, {'q': 0.000000008333333333333333}] "
'2–10 μL/min' ,{'q': 0.0000003333333333333333} 
'100 μL/min at STP' ,{'q': 0.0000016666666666666668} 
'Qd' ,'N/A' 
'Qd' ,'N/A' 
'Qd' ,'N/A' 
"0.2-1.0 for Tiwari et al., 6-12 for Guo et al. ","[{'v': 0.6}, {'v': 9}] "
controlled by mass flow controller ,'N/A' 
increases ,'N/A' 
0.6 mL/min ,{'q': 0.00001} 
QL values ,'N/A' 
0.4 mL/min ,{'q': 0.00000666667} 
Q_G ,'N/A' 
QG/QL ,'N/A' 
mL/min ,{'q': 'N/A'} 
"flow rate of the liquid phase, mL/min ",{'q': 'N/A'} 
controlled by syringe pump ,'N/A' 
0.4 mL/min ,{'q': 0.00000666667} 
given gas volumetric flow rate ,'N/A' 
0.4 mL/min ,{'q': 0.00000666667} 
0.4 mL/min ,{'q': 0.00000666667} 
Q_L ,'N/A' 
0.0014 μl/h to 26.56 ml/min ,{'q': 7.8e-9} 
Qc                  ,N/A              
high                ,N/A              
low velocity        ,N/A              
Qd                  ,'N/A'            
lower ,'N/A' 
smaller ,'N/A' 
increasing ,'N/A' 
"['400 μL/min', '450 μL/min'] ","[{'q': 0.000006666666666666667}, {'q': 0.0000075}] "
2300 μL/min ,{'q': 0.00003833333333333333} 
increased ,'N/A' 
volumetric flow rate of the dispersed phase (μL/min) ,N/A 
0.02 to 2.50 ,{'q': 0.0125} 
larger ,N/A 
fixed/increasing ,N/A 
50 μL/min ,{'q': 0.000000833} 
12.5 μL/min ,{'q': 0.000000208} 
"['3 μL/min', '5 μL/min', '10 μL/min', '50 μL/min', '80 μL/min'] ","[{'q': 0.00000005}, {'q': 0.000000083}, {'q': 0.000000167}, {'q': 0.000000833}, {'q': 0.000001333}] "
increased ,N/A 
ultra-high volume flow rate ratios ,'N/A' 
Qc ,'N/A' 
"['100–1200 μL/min', '1000–6000 μL/min'] ","[{'q': 0.00001}, {'q': 0.00005}] "
"['100–1200 μL/min', '1000 μL/min'] ","[{'q': 0.00001}, {'q': 0.0000166667}] "
100–1200 μL/min ,{'q': 0.00001} 
2200 μL/min ,{'q': 0.0000366667} 
different flow rates ,'N/A' 
2200 μL/min ,{'q': 0.0000366667} 
"['2 ml/min', '100 μL/min'] ","[{'q': 0.00003333333333333333}, {'q': 0.0000016666666666666668}] "
"['0.5 to 10 μL/min', '100 to 1000 μL/min'] ","[{'q': 0.0000002916666666666667}, {'q': 0.000016666666666666666}] "
"['2–10 μL/min', '0.5 μL/min'] ","[{'q': 0.0000006666666666666666}, {'q': 0.000000008333333333333333}] "
'2–10 μL/min' ,{'q': 0.0000006666666666666666} 
'100 μL/min at STP' ,{'q': 0.0000016666666666666668} 
'Qd' ,'N/A' 
'Qd' ,'N/A' 
'Qd' ,'N/A' 
increases ,'N/A' 
uc ,'N/A' 
same flow rate ,'N/A' 
1/10 of the continuous phase flow rate ,'N/A' 
0.3 mL/min ,{'q': 5e-9} 
1/10 of the continuous phase flow rate ,'N/A' 
"1/40 of the continuous phase flow rate for sampling outlet 1, 1/10 of the continuous phase flow rate for sampling outlets 2 and 3 ",'N/A' 
"['0.08 mL/min', '0.10 mL/min', '0.12 mL/min', '0.14 mL/min'] ","[{'q': 1.33e-9}, {'q': 1.67e-9}, {'q': 2e-9}, {'q': 2.33e-9}] "
increases ,'N/A' 
usc = QC/Src ,'N/A' 
"['0.28', '0.32', '0.36', '0.40', '0.35', '0.40', '0.45', '0.5', '0.36', '0.42', '0.48', '0.54', '0.42', '0.49', '0.56', '0.63'] ","[{'v': 0.28}, {'v': 0.32}, {'v': 0.36}, {'v': 0.4}, {'v': 0.35}, {'v': 0.4}, {'v': 0.45}, {'v': 0.5}, {'v': 0.36}, {'v': 0.42}, {'v': 0.48}, {'v': 0.54}, {'v': 0.42}, {'v': 0.49}, {'v': 0.56}, {'v': 0.63}] "
increases           ,'N/A'            
ud                  ,'N/A'            
0.1 mL/min          ,{'q': 1.66667e-9}
increases           ,'N/A'            
uM                  ,'N/A'            
"['constant', 'variable'] ",'N/A'            
constant            ,'N/A'            
V_o                 ,'N/A'            
0.18 m/s            ,{'v': 0.18}      
0.12 m/s            ,{'v': 0.12}      
0.18 m/s            ,{'v': 0.18}      
"['0.01 m/s', '0.10 m/s'] ","[{'v': 0.01}, {'v': 0.10}] "
constant            ,'N/A'            
0.01 m/s            ,{'v': 0.01}      
0.02 m/s            ,{'v': 0.02}      
0.01 m/s            ,{'v': 0.01}      
0.18 m/s            ,{'v': 0.18}      
0.10 m/s            ,{'v': 0.10}      
'varied'            ,'N/A'            
'V_w'               ,'N/A'            
'0.04 m/s'          ,{'v': 0.04}      
'0.18 m/s'          ,{'v': 0.18}      
'0.01 m/s'          ,{'v': 0.01}      
'0.10 m/s'          ,{'v': 0.10}      
'0.18 m/s'          ,{'v': 0.18}      
'0.18 m/s'          ,{'v': 0.18}      
'0.04 m/s'          ,{'v': 0.04}      
'0.08 m/s'          ,{'v': 0.08}      
high rates ,'N/A' 
"['35.0 kPa', '20.0 kPa', '19.1 kPa'] ",'N/A' 
low ,'N/A' 
0.1 ml/h ,{'q': 2.777777777777778e-11} 
"low to mid velocity, up to several mm s−1 ",{'v': 0.0015} 
28.2 kPa            ,'N/A'            
0.2 ml/h            ,{'q': 5.56e-11}  
constant pressure ,'N/A' 
slow ,'N/A' 
constant flow rate ,'N/A' 
Qc/2                ,'N/A'            
Qc = 1000-3500 μL/h ,{'q': 1.388889e-9} 
relatively small    ,'N/A'            
Qd                  ,'N/A'            
Qd = 100-300 μL/h   ,{'q': 0.000000139} 
few μl/s           ,{'q': N/A}       
50 μl/h             ,{'q': 1.388888888888889e-11} 
'ml/min' ,'N/A' 
'Qc' ,'N/A' 
"['45 μl/min', '60 μl/min', '45 μl/min', '155 μl/min', '130 μl/min', '135 μl/min', '120 μl/min'] ","[{'q': 0.00000075}, {'q': 0.000001}, {'q': 0.00000075}, {'q': 0.000002583333333333333}, {'q': 0.0000021666666666666665}, {'q': 0.00000225}, {'q': 0.000002}] "
'6.25 mm/s' ,{'v': 0.00625} 
'60 μl/min' ,{'q': 0.000001} 
'9 mm/s' ,{'v': 0.009} 
'0–15' ,'N/A' 
ml/min ,'N/A' 
Qd ,'N/A' 
"['45 μl/min', '30 μl/min', '45 μl/min', '65 μl/min', '80 μl/min', '135 μl/min', '150 μl/min'] ","[{'q': 0.00000075}, {'q': 0.0000005}, {'q': 0.00000075}, {'q': 0.0000010833333333333333}, {'q': 0.0000013333333333333333}, {'q': 0.00000225}, {'q': 0.0000025}] "
30 μl/min ,{'q': 0.0000005} 
superficial velocity ,'N/A' 
['0.06 mm/s'] ,[{'v': 0.00006}] 
'high' ,'N/A' 
"['0.055 mm/s', '0.15 mm/s'] ","[{'v': 0.000055}, {'v': 0.00015}] "
'Qexp' ,'N/A' 
low ,'N/A' 
"['0.008 mm/s', '0.06 mm/s', '0.004 mm/s', '0.12 mm/s'] ","[{'v': 0.000008}, {'v': 0.00006}, {'v': 0.000004}, {'v': 0.00012}] "
velocity distributions suggest two ends of the bubble have the maximum velocity and the neck has the minimum velocity ,'N/A' 
w_0 ,'N/A' 
Q_c ,'N/A' 
"['1 ml/h', '1.25 ml/h', '4 ml/h'] ","[{'q': 2.777777777777778e-10}, {'q': 3.472222222222222e-10}, {'q': 1.1111111111111112e-09}] "
"['0.5 ml/h', '4 ml/h'] ","[{'q': 1.388888888888889e-10}, {'q': 1.1111111111111112e-09}] "
16 ml/h ,{'q': 4.4444444444444446e-09} 
superficial velocity u ,'N/A' 
"['2 ml/h', '4 ml/h'] ","[{'q': 5.555555555555556e-10}, {'q': 1.1111111111111112e-09}] "
"['2 ml/h', '4 ml/h', '16 ml/h'] ","[{'q': 5.555555555555556e-10}, {'q': 1.1111111111111112e-09}, {'q': 4.4444444444444446e-09}] "
16 ml/h ,{'q': 4.4444444444444446e-09} 
"['2 ml/h', '4 ml/h', '16 ml/h'] ","[{'q': 5.555555555555556e-10}, {'q': 1.1111111111111112e-09}, {'q': 4.4444444444444446e-09}] "
0.5 ml/h ,{'q': 1.388888888888889e-10} 
0.5 ml/h ,{'q': 1.388888888888889e-10} 
4 ml/h ,{'q': 1.1111111111111112e-09} 
Qc ,'N/A' 
Q_d ,'N/A' 
"['1 ml/h', '0.25 ml/h', '0.5 ml/h'] ","[{'q': 2.777777777777778e-10}, {'q': 6.944444444444444e-11}, {'q': 1.388888888888889e-10}] "
"['0.5 ml/h', '1 ml/h'] ","[{'q': 1.388888888888889e-10}, {'q': 2.777777777777778e-10}] "
'2 ml/h' ,{'q': 5.555555555555556e-10} 
"['2 ml/h', '1 ml/h'] ","[{'q': 5.555555555555556e-10}, {'q': 2.777777777777778e-10}] "
'2 ml/h' ,{'q': 5.555555555555556e-10} 
'2 ml/h' ,{'q': 5.555555555555556e-10} 
"['2 ml/h', '1 ml/h', '2 ml/h'] ","[{'q': 5.555555555555556e-10}, {'q': 2.777777777777778e-10}, {'q': 5.555555555555556e-10}] "
'0.5 ml/h' ,{'q': 1.388888888888889e-10} 
'0.5 ml/h' ,{'q': 1.388888888888889e-10} 
'1 ml/h' ,{'q': 2.777777777777778e-10} 
Qd ,'N/A' 
m3·s−1 ,'N/A' 
Qc ,'N/A' 
0.5 < Qc < 3.0 ml/h ,{'q': 0.0000010416666666666667} 
1.0 ml/h ,{'q': 0.0000002777777777777778} 
higher ,'N/A' 
"['1.0 ml/h', '1.0 ml/h', '1.0 ml/h', '1.0 ml/h', '2.5 ml/h'] ","[{'q': 0.0000002777777777777778}, {'q': 0.0000002777777777777778}, {'q': 0.0000002777777777777778}, {'q': 0.0000002777777777777778}, {'q': 0.0000006944444444444444}] "
'm3·s−1' ,'N/A' 
"'superficial velocity of liquid, m·s−1' ",'N/A' 
'two-phase flow rate' ,'N/A' 
'Qd' ,'N/A' 
'0.1 < Qd < 3.0 ml/h' ,{'q': 0.0000010416666666666667} 
'0.2 ml/h' ,{'q': 0.000000055555555555555556} 
'higher' ,'N/A' 
"['0.2 ml/h', '0.2 ml/h', '0.2 ml/h', '0.2 ml/h', '2.0 ml/h'] ","[{'q': 0.000000055555555555555556}, {'q': 0.000000055555555555555556}, {'q': 0.000000055555555555555556}, {'q': 0.000000055555555555555556}, {'q': 0.000000027777777777777778}] "
'increasing superficial velocity of droplets' ,'N/A' 
'increases with superficial velocity of droplets' ,'N/A' 
'superficial velocity' ,'N/A' 
'superficial velocity' ,'N/A' 
"['2 mL h−1', '60 mL h−1'] ","[{'q': 5.56e-10}, {'q': 1.67e-8}] "
'0.05 m/s' ,{'v': 0.05} 
'superficial velocity' ,'N/A' 
'superficial velocity' ,'N/A' 
'superficial velocity' ,'N/A' 
'superficial velocity' ,'N/A' 
'superficial velocity of the fluid flowing into the T-junction' ,'N/A' 
'superficial velocity' ,'N/A' 
'superficial velocity flowing into the T-junction' ,'N/A' 
'0.05 m/s' ,{'v': 0.05} 
'superficial velocity' ,'N/A' 
'superficial velocity of the fluid flowing into the T-junction' ,'N/A' 
'0.1 mL/min' ,{'q': 1.67e-9} 
'2 mL/h' ,{'q': 5.56e-10} 
controlled by a high precision micrometering valve and measured by a soap-film flowmeter ,'N/A' 
"['2 mL h−1', '90 mL h−1'] ","[{'q': 5.56e-10}, {'q': 2.5e-8}] "
increases ,'N/A' 
0.2 mL/min ,{'q': 3.33e-9} 
1 mL/h ,{'q': 2.78e-10} 
200 μl/min          ,{'q': 3.33e-9}   
"['400 μl/min', '700 μl/min'] ","[{'q': 6.67e-9}, {'q': 1.17e-8}] "
pressure controlled  ,'N/A'            
200 μl/min          ,{'q': 0.00000333}
70 kPa              ,'N/A'            
'm3·s−1' ,'N/A' 
'Qc' ,'N/A' 
['0.5 to 3 mL·h−1'] ,[{'q': 0.00000125}] 
'small flow rate' ,'N/A' 
'0.8 mL·h−1' ,{'q': 0.000000222} 
'0.8 mL·h−1' ,{'q': 0.000000222} 
'0.8 mL·h−1' ,{'q': 0.000000222} 
'0.8 mL·h−1' ,{'q': 0.000000222} 
'0.8 mL·h−1' ,{'q': 0.000000222} 
'0.5 mL·h−1' ,{'q': 0.000000139} 
"'0.8 mL·h−1, 0.5 mL·h−1' ","[{'q': 0.000000222}, {'q': 0.000000139}] "
'0.8 mL·h−1' ,{'q': 0.000000222} 
volumetric flow rate ,N/A 
"superficial velocity of the fluid in the microchannel, m·s−1 ",N/A 
same two-phase flow rates ,N/A 
Qd ,N/A 
['0.1 to 2 mL·h−1'] ,[{'q': 1.388888888888889e-09}] 
low flow rates ,N/A 
0.5 mL·h−1 ,{'q': 1.388888888888889e-10} 
0.5 mL·h−1 ,{'q': 1.388888888888889e-10} 
0.5 mL·h−1 ,{'q': 1.388888888888889e-10} 
0.5 mL·h−1 ,{'q': 1.388888888888889e-10} 
0.5 mL·h−1 ,{'q': 1.388888888888889e-10} 
0.3 mL·h−1 ,{'q': 8.333333333333333e-11} 
"0.5 mL·h−1, 0.35 mL·h−1 ","[{'q': 1.388888888888889e-10}, {'q': 9.722222222222222e-11}] "
0.5 mL·h−1 ,{'q': 1.388888888888889e-10} 
two-phase flow rate ,N/A 
1.5 mL              ,{'q': 0.0000015} 
"['200 μL/min', '1000 μL/min'] ","[{'q': 0.00000000333}, {'q': 0.00000001667}] "
800 μL/min          ,{'q': 0.00000001333} 
"['20 μL/min', '100 μL/min'] ","[{'q': 3.33e-10}, {'q': 1.67e-8}] "
60 μL/min           ,{'q': 1e-8}      
![urn:x-wiley:00011541:media:aic15043:aic15043-math-0026](https://aiche.onlinelibrary.wiley.com/cms/asset/2af04482-babd-4971-966b-90091347ffe5/aic15043-math-0026.png) ,'N/A' 
"['3.33 μL/min to 100 μL/min', '1.67 μL/min to 50 μL/min', '1.67 μL/min to 25 μL/min'] ","[{'q': 2.777777777777778e-11}, {'q': 1.388888888888889e-11}, {'q': 9.722222222222222e-12}] "
"['8.33 μL/min', '66.7 μL/min'] ","[{'q': 1.388888888888889e-11}, {'q': 1.1111111111111112e-10}] "
"['8.33 μL/min', '66.7 μL/min'] ","[{'q': 1.388888888888889e-11}, {'q': 1.1111111111111112e-10}] "
"['3.33 μL/min', '16.7 μL/min'] ","[{'q': 5.555555555555556e-12}, {'q': 2.777777777777778e-11}] "
increases ,'N/A' 
['3.33 μL/min'] ,[{'q': 5.555555555555556e-12}] 
increases ,'N/A' 
['16.7 μL/min'] ,[{'q': 2.777777777777778e-11}] 
"['8.33 μL/min', '33.3 μL/min'] ","[{'q': 1.388888888888889e-11}, {'q': 5.555555555555556e-11}] "
"['8.33 μL/min', '33.3 μL/min'] ","[{'q': 1.388888888888889e-11}, {'q': 5.555555555555556e-11}] "
increases ,'N/A' 
increases ,'N/A' 
"['3.33 μL/min', '8.33 μL/min', '50.0 μL/min', '100 μL/min'] ","[{'q': 5.555555555555556e-12}, {'q': 1.388888888888889e-11}, {'q': 8.333333333333333e-11}, {'q': 1.6666666666666667e-10}] "
Q_c ,'N/A' 
low ,'N/A' 
300 µL/h ,{'q': 8.333333333333333e-11} 
![urn:x-wiley:00011541:media:aic15043:aic15043-math-0025](https://aiche.onlinelibrary.wiley.com/cms/asset/dba2bea1-53bb-4483-9932-2dc14fceb2f7/aic15043-math-0025.png) ,'N/A' 
0.83 and 1.67 μL/min ,"[{'q': 1.38e-11}, {'q': 2.78e-11}] "
1.67 μL/min ,{'q': 2.78e-11} 
velocity of the droplet head approaches to the velocity of the dispersed phase ,'N/A' 
1.67 μL/min ,{'q': 2.78e-11} 
0.83 μL/min ,{'q': 1.38e-11} 
[0.83 μL/min] ,[{'q': 1.38e-11}] 
0.83 μL/min ,{'q': 1.38e-11} 
0.83 μL/min ,{'q': 1.38e-11} 
0.83 μL/min ,{'q': 1.38e-11} 
"[200 µL/h, 150 µL/h] ","[{'q': 5.56e-11}, {'q': 4.17e-11}] "
very high flow rates,'N/A'            
1 pL ms−1           ,{'v': 1e-12}     
very high           ,'N/A'            
0.1 < Q_l < 100 μL/min ,{'q': 0.000001} 
0.1 μL/min          ,{'q': 0.0000000016666666666666667} 
10 μL/min           ,{'q': 0.00000016666666666666667} 
controlled liquid and gas volumetric flow rates ,'N/A' 
"['80 < Q_g < 400 μL/min', '400 < Q_g < 2000 μL/min', '2000 < Q_g < 5000 μL/min'] ","[{'q': 0.000004}, {'q': 0.00002}, {'q': 0.00005}] "
124 μL/min ,{'q': 0.0000020666666666666666} 
267 μL/min ,{'q': 0.00000445} 
"['80 mL/h', '210 mL/h'] ","[{'q': 0.000022222222222222223}, {'q': 0.000058333333333333334}] "
0.347 and 0.903 ms−1 ,{'v': 0.625} 
"['0.3472 ms−1', '0.5556 ms−1'] ","[{'v': 0.3472}, {'v': 0.5556}] "
'two-phase superficial velocity increase reduces coalescence efficiency' ,'N/A' 
'Delivered from 60-mL gas-tight syringes by two syringe pumps' ,'N/A' 
"'QG, QL' ",'N/A' 
'3:1' ,'N/A' 
'200 mm∙s−1' ,{'v': 0.2} 
'200 mm/s' ,{'v': 0.2} 
'200 mm/s' ,{'v': 0.2} 
'4 mm∙s−1' ,{'v': 0.004} 
'increases' ,'N/A' 
'4 mm∙s−1' ,{'v': 0.004} 
'4 mm∙s−1' ,{'v': 0.004} 
'low velocities' ,'N/A' 
'0.5–35 mm·s−1' ,{'v': 0.0175} 
'0.5–35 mm∙s−1' ,{'v': 0.0175} 
'low volume flow' ,'N/A' 
'0.5–30 mm∙s−1' ,{'v': 0.015} 
'high' ,'N/A' 
'0.5–30 mm∙s−1' ,{'v': 0.015} 
average hydrodynamic velocity at the inlet ,'N/A' 
['increasing flow rates in main and side channels leads to integrity'] ,['N/A'] 
['increases with side and main channels'] ,['N/A'] 
'investigated' ,'N/A' 
['increasing flow rates in main and side channels leads to integrity'] ,['N/A'] 
'increases with main channel' ,'N/A' 
'low' ,'N/A' 
'low' ,'N/A' 
'60 Ml h−1' ,{'q': 1.67e-8} 
"['30 mL.h−1', '140 mL.h−1'] ","[{'q': 8.33e-9}, {'q': 3.89e-8}] "
'high' ,'N/A' 
'100 mL h−1' ,{'q': 2.78e-8} 
'10 mL h−1' ,{'q': 2.78e-9} 
affected by density difference ,'N/A' 
low ,'N/A' 
30 Ml h−1 ,{'q': 0.000008333} 
increasing ,'N/A' 
high ,'N/A' 
70 mL h−1 ,{'q': 0.000019444} 
fixed ,'N/A' 
10 mL h−1 ,{'q': 0.000002778} 
0.3 mL/min          ,{'q': 0.000005}  
_Q_(_y_)            ,'N/A'            
0.3                 ,'N/A'            
0.1 mL/min          ,{'q': 1.66667e-9}
0.1                 ,'N/A'            
"['100 μl min−1', '200 μl min−1'] ","[{'q': 1.6666666666666667e-09}, {'q': 3.3333333333333335e-09}] "
"['100 μl min−1', '200 μl min−1'] ","[{'q': 1.6666666666666667e-09}, {'q': 3.3333333333333335e-09}] "
"['100 μl min−1', '200 μl min−1'] ","[{'q': 1.6666666666666667e-09}, {'q': 3.3333333333333335e-09}] "
"['200 μl min−1', '100 μl min−1'] ","[{'q': 3.3333333333333335e-09}, {'q': 1.6666666666666667e-09}] "
'100 μl min−1' ,{'q': 1.6666666666666667e-09} 
"['100 μl min−1', '200 μl min−1'] ","[{'q': 1.6666666666666667e-09}, {'q': 3.3333333333333335e-09}] "
'100 μl min−1' ,{'q': 1.6666666666666667e-09} 
